Company,ExpandRound2,FundingYear,FundingDate,Amount,SourceURL,Founded_Year,Status,ReportRegion1,ReportRegion2,ReportRegion3,ReportCountry,ReportCity,L2 (Bank Type),L3 (Bank Model),Sector
Current,Seed/Angel,2017,3/7/2017,"  3,600,000 ",https://current.com,2015,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Current,Series A,2017,10/25/2017,"  9,000,000 ",https://current.com,2015,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Current,Series A,2019,2/22/2019,"  8,000,000 ",https://current.com,2015,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Current,Series B,2019,10/24/2019,"  20,000,000 ",https://current.com,2015,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Current,Unattributed VC,2018,2/27/2018,"  12,000,000 ",https://current.com,2015,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Current,Unattributed VC,2020,5/5/2020,  -   ,https://current.com,2015,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Dave,Seed/Angel,2017,4/25/2017,"  3,000,000 ",http://www.Dave.com,2016,Operating,Americas,North America,CA,United States,Los Angeles,NeoBank,Partnership,Retail Banking
Dave,Series A,2017,10/20/2017,"  10,000,000 ",http://www.Dave.com,2016,Operating,Americas,North America,CA,United States,Los Angeles,NeoBank,Partnership,Retail Banking
Dave,Series A,2017,10/30/2017,"  1,000 ",http://www.Dave.com,2016,Operating,Americas,North America,CA,United States,Los Angeles,NeoBank,Partnership,Retail Banking
Dave,Series B,2019,9/30/2019,"  50,000,000 ",http://www.Dave.com,2016,Operating,Americas,North America,CA,United States,Los Angeles,NeoBank,Partnership,Retail Banking
Douugh,Seed/Angel,2016,4/5/2016,"  1,150,000 ",http://www.douugh.com,2016,Operating,APAC,APAC,Australia & South Pacific,Australia,Sydney,NeoBank,Partnership,Retail Banking
Douugh,Seed/Angel,2017,11/6/2017,"  1,350,000 ",http://www.douugh.com,2016,Operating,APAC,APAC,Australia & South Pacific,Australia,Sydney,NeoBank,Partnership,Retail Banking
Dozens,Crowdfunding,2019,3/25/2019,"  5,040,589 ",https://dozens.com/,2018,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,NeoBank,Independent ,Retail Banking
Empower,Seed/Angel,2017,5/9/2017,  -   ,https://www.empower.me,2016,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail and SME
Empower,Series A,2020,3/5/2020,"  20,000,000 ",https://www.empower.me,2016,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail and SME
Empower,Unattributed VC,2018,9/19/2018,"  4,500,000 ",https://www.empower.me,2016,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail and SME
Envel,Seed/Angel,2019,5/15/2019,"  100,000 ",https://www.envel.ai,2018,Operating,Americas,North America,MA,United States,Boston,NeoBank,Partnership,Retail Banking
Fidor Bank,Unattributed VC,2011,9/22/2011,  -   ,https://www.fidor.com,2009,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Munich,Challenger Bank,FinTech,Retail Banking
Fidor Bank,Unattributed VC,2013,11/8/2013,  -   ,https://www.fidor.com,2009,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Munich,Challenger Bank,FinTech,Retail Banking
Fidor Bank,Unattributed VC,2015,3/19/2015,  -   ,https://www.fidor.com,2009,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Munich,Challenger Bank,FinTech,Retail Banking
Flink,Seed/Angel,2017,10/12/2017,  -   ,https://miflink.com,2017,Operating,Americas,North America,North America,Mexico,Mexico City,Challenger Bank,FinTech,Retail and SME
Flink,Seed/Angel,2019,12/5/2019,  -   ,https://miflink.com,2017,Operating,Americas,North America,North America,Mexico,Mexico City,Challenger Bank,FinTech,Retail and SME
Flink,Unattributed VC,2020,3/20/2020,  -   ,https://miflink.com,2017,Operating,Americas,North America,North America,Mexico,Mexico City,Challenger Bank,FinTech,Retail and SME
Grasshopper Bank,Seed/Angel,2019,5/30/2019,"  15,000,000 ",https://www.grasshopper.bank/,2016,Operating,Americas,North America,NY,United States,New York,Challenger Bank,Fintech,Retail Banking
Happy Money,Seed/Angel,2010,4/7/2010,"  1,700,000 ",https://www.happymoney.com/,2009,Operating,Americas,North America,CA,United States,Costa Mesa,NeoBank,Partnership,Retail Banking
Happy Money,Seed/Angel,2012,1/11/2012,"  4,099,999 ",https://www.happymoney.com/,2009,Operating,Americas,North America,CA,United States,Costa Mesa,NeoBank,Partnership,Retail Banking
Happy Money,Series A,2013,12/3/2013,"  7,000,000 ",https://www.happymoney.com/,2009,Operating,Americas,North America,CA,United States,Costa Mesa,NeoBank,Partnership,Retail Banking
Happy Money,Series B,2014,10/22/2014,"  12,000,000 ",https://www.happymoney.com/,2009,Operating,Americas,North America,CA,United States,Costa Mesa,NeoBank,Partnership,Retail Banking
Happy Money,Series C,2016,6/15/2016,"  46,761,342 ",https://www.happymoney.com/,2009,Operating,Americas,North America,CA,United States,Costa Mesa,NeoBank,Partnership,Retail Banking
Happy Money,Series D,2019,9/5/2019,"  70,000,000 ",https://www.happymoney.com/,2009,Operating,Americas,North America,CA,United States,Costa Mesa,NeoBank,Partnership,Retail Banking
Holvi,Seed/Angel,2011,8/1/2011,"  356,691 ",http://holvi.com,2011,Operating,EMEA,Europe (incl Russia),Northern Europe,Finland,Helsinki,NeoBank,Partnership,Retail Banking
Holvi,Seed/Angel,2012,9/1/2012,"  314,435 ",http://holvi.com,2011,Operating,EMEA,Europe (incl Russia),Northern Europe,Finland,Helsinki,NeoBank,Partnership,Retail Banking
Holvi,Seed/Angel,2013,1/1/2013,"  990,554 ",http://holvi.com,2011,Operating,EMEA,Europe (incl Russia),Northern Europe,Finland,Helsinki,NeoBank,Partnership,Retail Banking
Holvi,Seed/Angel,2014,5/22/2014,"  1,365,602 ",http://holvi.com,2011,Operating,EMEA,Europe (incl Russia),Northern Europe,Finland,Helsinki,NeoBank,Partnership,Retail Banking
Holvi,Seed/Angel,2015,5/30/2015,"  1,096,929 ",http://holvi.com,2011,Operating,EMEA,Europe (incl Russia),Northern Europe,Finland,Helsinki,NeoBank,Partnership,Retail Banking
Holvi,Seed/Angel,2015,9/1/2015,"  1,130,228 ",http://holvi.com,2011,Operating,EMEA,Europe (incl Russia),Northern Europe,Finland,Helsinki,NeoBank,Partnership,Retail Banking
Hufsy,Seed/Angel,2015,12/15/2015,  -   ,http://hufsy.com,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,Denmark,Copenhagen,NeoBank,Partnership,Retail Banking
Indo services,Seed/Angel,2020,3/29/2020,"  1,113,713 ",https://indo.is/,2018,Operating,EMEA,Europe (incl Russia),Northern Europe,Iceland,Reykjav¡k,Challenger Bank,FinTech,Retail Banking
Judo Bank,Series A,2018,8/1/2018,"  103,677,516 ",http://www.judo.bank,2016,Operating,APAC,APAC,Australia & South Pacific,Australia,Melbourne,Challenger Bank,FinTech,Retail Banking
Judo Bank,Series B,2019,7/29/2019,"  275,926,008 ",http://www.judo.bank,2016,Operating,APAC,APAC,Australia & South Pacific,Australia,Melbourne,Challenger Bank,FinTech,Retail Banking
Judo Bank,Series C,2020,5/7/2020,"  149,519,101 ",http://www.judo.bank,2016,Operating,APAC,APAC,Australia & South Pacific,Australia,Melbourne,Challenger Bank,FinTech,Retail Banking
Kabbage,Series A,2011,1/12/2011,"  6,650,000 ",http://www.kabbage.com/,2008,Operating,Americas,North America,GA,United States,Atlanta,NeoBank,Partnership,Retail Banking
Kabbage,Series B,2011,8/17/2011,"  17,000,000 ",http://www.kabbage.com/,2008,Operating,Americas,North America,GA,United States,Atlanta,NeoBank,Partnership,Retail Banking
Kabbage,Series C,2012,9/17/2012,"  30,000,000 ",http://www.kabbage.com/,2008,Operating,Americas,North America,GA,United States,Atlanta,NeoBank,Partnership,Retail Banking
Kabbage,Series D,2014,5/5/2014,"  50,000,000 ",http://www.kabbage.com/,2008,Operating,Americas,North America,GA,United States,Atlanta,NeoBank,Partnership,Retail Banking
Kabbage,Series E+,2015,9/4/2015,"  135,000,000 ",http://www.kabbage.com/,2008,Operating,Americas,North America,GA,United States,Atlanta,NeoBank,Partnership,Retail Banking
Kabbage,Series E+,2017,8/3/2017,"  250,000,000 ",http://www.kabbage.com/,2008,Operating,Americas,North America,GA,United States,Atlanta,NeoBank,Partnership,Retail Banking
KakaoBank,Unattributed VC,2017,8/11/2017,"  439,000,000 ",https://www.kakaobank.com/,2016,Operating,APAC,APAC,East Asia,South Korea,Jeju-do,Challenger Bank,"Consortium, Non FI  company Backed ",Retail Banking
KakaoBank,Unattributed VC,2019,10/16/2019,"  422,400,000 ",https://www.kakaobank.com/,2016,Operating,APAC,APAC,East Asia,South Korea,Jeju-do,Challenger Bank,"Consortium, Non FI  company Backed ",Retail Banking
Karat,Seed/Angel,2020,3/22/2020,  -   ,https://www.trykarat.com/,2019,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail Banking
Karat,Seed/Angel,2020,6/25/2020,  -   ,https://www.trykarat.com/,2019,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail Banking
Klar,Seed/Angel,2018,9/1/2018,  -   ,http://www.klar.mx/,2018,Operating,Americas,North America,North America,Mexico,Mexico City,Challenger Bank,FinTech,Retail Banking
Klar,Seed/Angel,2019,9/25/2019,"  7,500,000 ",http://www.klar.mx/,2018,Operating,Americas,North America,North America,Mexico,Mexico City,Challenger Bank,FinTech,Retail Banking
Klarna,Seed/Angel,2005,2/1/2005,"  78,212 ",http://www.klarna.com,2005,Operating,EMEA,Europe (incl Russia),Northern Europe,Sweden,Stockholm,Challenger Bank,FinTech,Retail Banking
Klarna,Series A,2007,12/1/2007,"  2,200,000 ",http://www.klarna.com,2005,Operating,EMEA,Europe (incl Russia),Northern Europe,Sweden,Stockholm,Challenger Bank,FinTech,Retail Banking
Klarna,Series B,2010,5/4/2010,"  9,000,000 ",http://www.klarna.com,2005,Operating,EMEA,Europe (incl Russia),Northern Europe,Sweden,Stockholm,Challenger Bank,FinTech,Retail Banking
Klarna,Series C,2011,12/9/2011,"  155,000,000 ",http://www.klarna.com,2005,Operating,EMEA,Europe (incl Russia),Northern Europe,Sweden,Stockholm,Challenger Bank,FinTech,Retail Banking
Klarna,Unattributed VC,2014,3/14/2014,"  125,204,327 ",http://www.klarna.com,2005,Operating,EMEA,Europe (incl Russia),Northern Europe,Sweden,Stockholm,Challenger Bank,FinTech,Retail Banking
Klarna,Unattributed VC,2017,3/7/2017,"  5,103,835 ",http://www.klarna.com,2005,Operating,EMEA,Europe (incl Russia),Northern Europe,Sweden,Stockholm,Challenger Bank,FinTech,Retail Banking
Klarna,Unattributed VC,2019,1/18/2019,  -   ,http://www.klarna.com,2005,Operating,EMEA,Europe (incl Russia),Northern Europe,Sweden,Stockholm,Challenger Bank,FinTech,Retail Banking
Koho,Seed/Angel,2015,5/28/2015,"  1,000,000 ",koho.ca,2014,Operating,Americas,North America,North America,Canada,Vancouver,NeoBank,Partnership,Retail Banking
Koho,Seed/Angel,2016,4/7/2016, NULL,koho.ca,2014,Operating,Americas,North America,North America,Canada,Vancouver,NeoBank,Partnership,Retail Banking
Koho,Series A,2017,9/1/2017,"  8,000,000 ",koho.ca,2014,Operating,Americas,North America,North America,Canada,Vancouver,NeoBank,Partnership,Retail Banking
Koho,Series B,2019,5/1/2019,"  42,000,000 ",koho.ca,2014,Operating,Americas,North America,North America,Canada,Vancouver,NeoBank,Partnership,Retail Banking
Koho,Series B,2019,11/1/2019,"  18,810,000 ",koho.ca,2014,Operating,Americas,North America,North America,Canada,Vancouver,NeoBank,Partnership,Retail Banking
Koko,Series A,2016,8/9/2016,"  2,500,000 ",https://koko.ai/,2014,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Kontist,Series A,2016,10/11/2016,"  2,210,000 ",kontist.com,2016,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,NeoBank,Partnership,Retail Banking
Kontist,Unattributed VC,2018,10/1/2018,"  1,106,431 ",kontist.com,2016,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,NeoBank,Partnership,Retail Banking
Kuda,Seed/Angel,2019,9/10/2019,"  1,600,000 ",https://www.kudabank.com/,2017,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Kudimoney,Seed/Angel,2018,8/3/2018,"  16,944 ",https://www.kudimoney.com,2017,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Kudimoney,Seed/Angel,2019,9/12/2019,"  1,600,000 ",https://www.kudimoney.com,2017,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Level,Seed/Angel,2018,12/1/2018,  -   ,https://level.com/,2018,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Lili,Seed/Angel,2020,6/3/2020,"  10,000,000 ",http://www.lili.co,2018,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Lunar Way,Seed/Angel,2015,8/13/2015,  -   ,http://www.lunar.app,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,Denmark,Copenhagen,Challenger Bank,FinTech,Retail Banking
Lunar Way,Series B,2019,8/21/2019,"  28,837,622 ",http://www.lunar.app,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,Denmark,Copenhagen,Challenger Bank,FinTech,Retail Banking
Lunar Way,Series B,2020,4/3/2020,"  21,608,656 ",http://www.lunar.app,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,Denmark,Copenhagen,Challenger Bank,FinTech,Retail Banking
Lunar Way,Unattributed VC,2016,12/12/2016,"  4,469,512 ",http://www.lunar.app,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,Denmark,Copenhagen,Challenger Bank,FinTech,Retail Banking
Lunar Way,Unattributed VC,2017,5/4/2017,"  5,094,114 ",http://www.lunar.app,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,Denmark,Copenhagen,Challenger Bank,FinTech,Retail Banking
Lunar Way,Unattributed VC,2019,2/11/2019,"  14,662,260 ",http://www.lunar.app,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,Denmark,Copenhagen,Challenger Bank,FinTech,Retail Banking
Manager.one,Seed/Angel,2017,10/12/2017,"  2,366,248 ",https://www.manager.one/en/,2016,Operating,EMEA,Europe (incl Russia),Western Europe,France,Paris,NeoBank,Partnership,Retail Banking
Manager.one,Series A,2019,8/30/2019,"  3,000,000 ",https://www.manager.one/en/,2016,Operating,EMEA,Europe (incl Russia),Western Europe,France,Paris,NeoBank,Partnership,Retail Banking
Memo Bank ,Seed/Angel,2018,3/13/2018,"  8,303,373 ",https://memo.bank,2017,Operating,EMEA,Europe (incl Russia),Western Europe,France,Paris,NeoBank,Independent ,Retail Banking
Memo Bank ,Series A,2020,1/20/2020,  -   ,https://memo.bank,2017,Operating,EMEA,Europe (incl Russia),Western Europe,France,Paris,NeoBank,Independent ,Retail Banking
Memo Bank ,Series B,2020,6/23/2020,"  22,625,305 ",https://memo.bank,2017,Operating,EMEA,Europe (incl Russia),Western Europe,France,Paris,NeoBank,Independent ,Retail Banking
Mercury.co,Seed/Angel,2019,1/10/2019,"  6,000,000 ",https://mercury.com/,2017,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail and SME
Mercury.co,Series A,2019,7/23/2019,  -   ,https://mercury.com/,2017,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail and SME
Mercury.co,Series A,2019,9/26/2019,"  20,000,000 ",https://mercury.com/,2017,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail and SME
Mobility Capital Finance,Seed/Angel,2016,4/15/2016,"  1,800,000 ",mocafi.com,2016,Operating,Americas,North America,0,United States,Larchmont,NeoBank,Partnership,Retail Banking
Mobility Capital Finance,Seed/Angel,2018,4/15/2018,  -   ,mocafi.com,2016,Operating,Americas,North America,0,United States,Larchmont,NeoBank,Partnership,Retail Banking
Monese,Seed/Angel,2015,5/27/2015,"  1,800,000 ",monese.com,2013,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,NeoBank,Independent ,Retail Banking
Monese,Series A,2017,1/3/2017,"  10,000,000 ",monese.com,2013,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,NeoBank,Independent ,Retail Banking
Monese,Series B,2018,9/1/2018,"  60,000,000 ",monese.com,2013,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,NeoBank,Independent ,Retail Banking
Monese,Unattributed VC,2019,6/1/2019,"  3,170,000 ",monese.com,2013,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,NeoBank,Independent ,Retail Banking
MoneyLion,Seed/Angel,2013,9/9/2013,  -   ,http://www.moneylion.com/,2013,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
MoneyLion,Seed/Angel,2015,4/15/2015,  -   ,http://www.moneylion.com/,2013,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
MoneyLion,Series A,2016,12/5/2016,"  25,499,428 ",http://www.moneylion.com/,2013,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
MoneyLion,Series B,2018,1/4/2018,"  42,000,000 ",http://www.moneylion.com/,2013,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
MoneyLion,Series B,2018,6/1/2018,"  60,000,000 ",http://www.moneylion.com/,2013,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
MoneyLion,Series C,2019,7/22/2019,"  100,000,000 ",http://www.moneylion.com/,2013,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
MovoCash,Seed/Angel,2016,1/31/2016,"  700,000 ",http://www.movo.cash,2014,Operating,Americas,North America,CA,United States,Palo Alto,NeoBank,Partnership,Retail and SME
MovoCash,Seed/Angel,2016,9/7/2016,"  1,800,000 ",http://www.movo.cash,2014,Operating,Americas,North America,CA,United States,Palo Alto,NeoBank,Partnership,Retail and SME
MovoCash,Series A,2018,6/1/2018,"  6,500,000 ",http://www.movo.cash,2014,Operating,Americas,North America,CA,United States,Palo Alto,NeoBank,Partnership,Retail and SME
N26,Seed/Angel,2013,5/1/2013,"  32,959 ",https://n26.com,2013,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,Challenger Bank,FinTech,Retail Banking
N26,Seed/Angel,2014,6/19/2014,"  2,000,000 ",https://n26.com,2013,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,Challenger Bank,FinTech,Retail Banking
N26,Series A,2015,4/16/2015,"  10,760,116 ",https://n26.com,2013,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,Challenger Bank,FinTech,Retail Banking
N26,Series B,2016,6/21/2016,"  40,000,000 ",https://n26.com,2013,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,Challenger Bank,FinTech,Retail Banking
N26,Series C,2018,3/19/2018,"  160,000,000 ",https://n26.com,2013,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,Challenger Bank,FinTech,Retail Banking
N26,Series D,2019,1/9/2019,"  300,000,000 ",https://n26.com,2013,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,Challenger Bank,FinTech,Retail Banking
N26,Series D,2019,7/17/2019,"  170,000,000 ",https://n26.com,2013,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,Challenger Bank,FinTech,Retail Banking
N26,Series D,2020,5/5/2020,"  100,000,000 ",https://n26.com,2013,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,Challenger Bank,FinTech,Retail Banking
Neat,Seed/Angel,2016,4/19/2016,  -   ,http://www.neat.hk,2015,Operating,APAC,APAC,East Asia,Hong Kong,Wan Chai,NeoBank,Independent ,Retail Banking
Neat,Series A,2020,4/8/2020,"  11,000,000 ",http://www.neat.hk,2015,Operating,APAC,APAC,East Asia,Hong Kong,Wan Chai,NeoBank,Independent ,Retail Banking
Neat,Series A,2020,8/19/2020,"  4,000,000 ",http://www.neat.hk,2015,Operating,APAC,APAC,East Asia,Hong Kong,Wan Chai,NeoBank,Independent ,Retail Banking
Neat,Unattributed VC,2018,7/3/2018,"  2,000,000 ",http://www.neat.hk,2015,Operating,APAC,APAC,East Asia,Hong Kong,Wan Chai,NeoBank,Independent ,Retail Banking
Neat,Unattributed VC,2018,10/23/2018,"  3,000,000 ",http://www.neat.hk,2015,Operating,APAC,APAC,East Asia,Hong Kong,Wan Chai,NeoBank,Independent ,Retail Banking
Neon,Series A,2019,9/23/2019,"  5,052,250 ",https://www.neon-free.ch/en/,2017,Operating,EMEA,Europe (incl Russia),Western Europe,Switzerland,Zurich,NeoBank,Partnership,Retail Banking
Neon,Unattributed VC,2020,8/26/2020,"  5,494,765 ",https://www.neon-free.ch/en/,2017,Operating,EMEA,Europe (incl Russia),Western Europe,Switzerland,Zurich,NeoBank,Partnership,Retail Banking
NiYO Solutions,Seed/Angel,2016,7/19/2016,"  1,000,000 ",http://goniyo.com/,2015,Operating,APAC,APAC,South Asia ,India,Bangalore,NeoBank,Independent ,Retail Banking
NiYO Solutions,Series A,2018,1/10/2018,"  13,200,000 ",http://goniyo.com/,2015,Operating,APAC,APAC,South Asia ,India,Bangalore,NeoBank,Independent ,Retail Banking
NiYO Solutions,Series B,2019,7/9/2019,"  35,000,000 ",http://goniyo.com/,2015,Operating,APAC,APAC,South Asia ,India,Bangalore,NeoBank,Independent ,Retail Banking
North Loop,Seed/Angel,2019,6/10/2019,  -   ,https://www.nolobank.com,2019,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail Banking
Nubank,Seed/Angel,2013,7/5/2013,"  2,000,000 ",https://www.nubank.com.br,2013,Operating,Americas,South & Central America,South America,Brazil,Sao Paulo,Challenger Bank,FinTech,Retail Banking
Nubank,Series A,2014,9/25/2014,"  14,300,000 ",https://www.nubank.com.br,2013,Operating,Americas,South & Central America,South America,Brazil,Sao Paulo,Challenger Bank,FinTech,Retail Banking
Nubank,Series B,2015,6/2/2015,"  30,000,000 ",https://www.nubank.com.br,2013,Operating,Americas,South & Central America,South America,Brazil,Sao Paulo,Challenger Bank,FinTech,Retail Banking
Nubank,Series C,2016,1/7/2016,"  52,000,000 ",https://www.nubank.com.br,2013,Operating,Americas,South & Central America,South America,Brazil,Sao Paulo,Challenger Bank,FinTech,Retail Banking
Nubank,Series D,2016,12/6/2016,"  80,000,000 ",https://www.nubank.com.br,2013,Operating,Americas,South & Central America,South America,Brazil,Sao Paulo,Challenger Bank,FinTech,Retail Banking
Nubank,Series E+,2018,3/1/2018,"  150,000,000 ",https://www.nubank.com.br,2013,Operating,Americas,South & Central America,South America,Brazil,Sao Paulo,Challenger Bank,FinTech,Retail Banking
Nubank,Series E+,2019,7/26/2019,"  400,000,000 ",https://www.nubank.com.br,2013,Operating,Americas,South & Central America,South America,Brazil,Sao Paulo,Challenger Bank,FinTech,Retail Banking
Nubank,Unattributed VC,2020,6/4/2020,"  300,000,028 ",https://www.nubank.com.br,2013,Operating,Americas,South & Central America,South America,Brazil,Sao Paulo,Challenger Bank,FinTech,Retail Banking
Onefinance,Series A,2020,3/1/2020,"  17,000,000 ",https://www.onefinance.com/,2019,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail Banking
Open,Seed/Angel,2017,7/13/2017,"  250,000 ",http://www.bankopen.co/,2017,Operating,APAC,APAC,South Asia ,India,Bangalore,NeoBank,Partnership,Retail Banking
Open,Seed/Angel,2017,12/27/2017,"  150,000 ",http://www.bankopen.co/,2017,Operating,APAC,APAC,South Asia ,India,Bangalore,NeoBank,Partnership,Retail Banking
Open,Seed/Angel,2018,5/17/2018,"  2,000,000 ",http://www.bankopen.co/,2017,Operating,APAC,APAC,South Asia ,India,Bangalore,NeoBank,Partnership,Retail Banking
Open,Series A,2019,2/12/2019,"  5,000,000 ",http://www.bankopen.co/,2017,Operating,APAC,APAC,South Asia ,India,Bangalore,NeoBank,Partnership,Retail Banking
Open,Series B,2019,6/25/2019,"  30,000,000 ",http://www.bankopen.co/,2017,Operating,APAC,APAC,South Asia ,India,Bangalore,NeoBank,Partnership,Retail Banking
Penta,Seed/Angel,2016,12/1/2016,  -   ,http://www.getpenta.com,2016,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,NeoBank,Partnership,Retail Banking
Penta,Seed/Angel,2018,2/5/2018,"  2,720,580 ",http://www.getpenta.com,2016,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,NeoBank,Partnership,Retail Banking
Penta,Seed/Angel,2018,10/15/2018,"  8,108,158 ",http://www.getpenta.com,2016,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,NeoBank,Partnership,Retail Banking
Penta,Series A,2019,8/5/2019,"  8,993,685 ",http://www.getpenta.com,2016,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,NeoBank,Partnership,Retail Banking
Penta,Series B,2020,3/17/2020,"  20,380,465 ",http://www.getpenta.com,2016,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,NeoBank,Partnership,Retail Banking
Penta,Series B,2020,7/7/2020,"  4,509,939 ",http://www.getpenta.com,2016,Operating,EMEA,Europe (incl Russia),Western Europe,Germany,Berlin,NeoBank,Partnership,Retail Banking
Qapital,Seed/Angel,2013,5/16/2013,"  500,000 ",http://www.qapital.com/,2012,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Qapital,Seed/Angel,2014,12/17/2014,"  1,300,000 ",http://www.qapital.com/,2012,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Qapital,Seed/Angel,2016,2/9/2016,"  3,500,000 ",http://www.qapital.com/,2012,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Qapital,Series A,2017,2/1/2017,"  12,000,000 ",http://www.qapital.com/,2012,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Qapital,Series B,2018,4/16/2018,"  30,000,000 ",http://www.qapital.com/,2012,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Quontic Bank,Series A,2020,3/5/2020,"  8,000,000 ",http://quonticbank.com,2009,Operating,Americas,North America,KS,United States,Manhattan,NeoBank,Partnership,Retail and SME
Quontic Bank,Unattributed VC,2019,3/29/2019,"  3,300,000 ",http://quonticbank.com,2009,Operating,Americas,North America,KS,United States,Manhattan,NeoBank,Partnership,Retail and SME
Rebellion Pay,Seed/Angel,2017,11/1/2017,"  800,000 ",https://rebellionpay.com/,2017,Operating,EMEA,Europe (incl Russia),Southwestern and Central Europe,Spain,Madrid,Challenger Bank,FinTech,Retail Banking
Rebellion Pay,Seed/Angel,2018,11/1/2018,"  6,841,497 ",https://rebellionpay.com/,2017,Operating,EMEA,Europe (incl Russia),Southwestern and Central Europe,Spain,Madrid,Challenger Bank,FinTech,Retail Banking
Redwood Bank,Unattributed VC,2018,6/14/2018,"  12,989,905 ",https://redwoodbank.co.uk/,2017,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,0,Challenger Bank,FinTech,Retail Banking
Revolut,Seed/Angel,2014,6/28/2014,"  500,000 ",http://www.revolut.com,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
